23.20	AlGhadouri      PlayerLeaveEvent

[18, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[18, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[18, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[20, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[20, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[20, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[20, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[20, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[35, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[37, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[37, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[37, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[37, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[37, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[52, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[54, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[54, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[54, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[58, 1, 0, 0, 0, 0, 1, 0, 0, 0]
[58, 1, 0, 0, 0, 0, 1, 0, 0, 0]
[58, 1, 0, 0, 0, 0, 1, 0, 0, 0]
[58, 1, 0, 0, 0, 0, 1, 0, 0, 0]
[58, 1, 0, 0, 0, 0, 1, 0, 0, 0]
[58, 1, 0, 0, 0, 0, 1, 0, 0, 0]
[58, 1, 0, 0, 0, 0, 1, 0, 0, 0]
[73, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[74, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[74, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[74, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[74, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[74, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[74, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[90, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[91, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[91, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[91, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[91, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[107, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[107, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[107, 1, 0, 0, 0, 0, 1, 0, 0, 0]
[107, 1, 0, 0, 0, 0, 1, 0, 0, 0]
[107, 1, 0, 0, 0, 0, 1, 0, 0, 0]
[110, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[110, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[110, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[110, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[110, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[129, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[129, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[129, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[129, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[129, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[129, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[129, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[129, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[129, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[149, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[149, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[149, 1, 0, 0, 1, 0, 0, 0, 0, 0]
